"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB TITLE","PDB ID","PDB CRYST1 a","PDB CRYST1 b","PDB CRYST1 c","PDB CRYST1 alpha","PDB CRYST1 beta","PDB CRYST1 gamma","PDB CRYST1 Space Group","PDB CRYST1 z","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB R","PDB Rfree","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA TEMPERATURE","PDB EXPDTA PH","PDB REMARK 350 Biomolecule 1 Transform 1 Chains","PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1","Source Path","Source File","Source File Index","prepared","prepared with version","created disulfur","preprocess pH","het states","Job Name","Potential Energy-S-OPLS","RMS Derivative-S-OPLS","Max Derivative-S-OPLS","Stretch Energy-S-OPLS","Bend Energy-S-OPLS","LJ-14 Energy-S-OPLS","El-14 Energy-S-OPLS","Van der Waals Energy-S-OPLS","Electrostatic Energy-S-OPLS","Dihedral Energy-S-OPLS","target temperature","OPENEYE_ISO_SMILES","OPENEYE_INCHI","OPENEYE_INCHIKEY","FORMULA","chiral flag","version","source file","source file index","mmshare version","input","cmdline","tautomer probability","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","flags","Force Field","Energy","Chiralities Consistent","Variant","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","XP GScore","XP HBond","XP PoseRank","Mark","PDB REMARK 350 Biomolecule 2 Transform 1 Chains","PDB REMARK 350 Biomolecule 2 Transform 1 Matrix 1"
,"IRE - gefitinib","61","IRE_model.1","17 Nov 13:17","17 Nov 13:17","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_IRE_scaled","glide-dock_XP_IRE_scaled_pv.maegz",1,,"",,,"","glide-dock_XP_IRE_scaled",,,,,,,,,,,,"COc1cc2c(cc1OCCCN3CCOCC3)/c(=N/c4ccc(c(c4)Cl)F)/nc[nH]2","InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)","XGALLCVXEZPNRQ-UHFFFAOYSA-N","C22H24ClFN4O3",false,0,"ligprep_IRE.maegz",1,63125,"W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NIMl1bQ0gyXVtDSDJdT2MoW2NIXTIpYyhPW0NIM10pW2NIXWMoYzIzKVtuSF1bY0hdbmNcMz1OL2M0W2NIXWMoQ2wpYyhGKVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjQnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.7505,0.7500,0.0005,0.7500,1.500,1,1,0,"S-OPLS",48.598,true,"IRE - gefitinib-2",,,,,,,,,,,"",,"glide-grid_3",2,8,-8.428,-0.272,-0.854,-1.901,-9.178,,,,,-51.218,-8.058,,,-91.656,-59.276,4.892,1,9,0.750,-9.178,-1.108,5,,"",""
,"IRE - gefitinib","62","IRE_model.1","17 Nov 13:17","17 Nov 13:17","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_IRE_scaled","glide-dock_XP_IRE_scaled_pv.maegz",1,,"",,,"","glide-dock_XP_IRE_scaled",,,,,,,,,,,,"COc1cc2c(cc1OCCCN3CCOCC3)/c(=N/c4ccc(c(c4)Cl)F)/nc[nH]2","InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)","XGALLCVXEZPNRQ-UHFFFAOYSA-N","C22H24ClFN4O3",false,0,"ligprep_IRE.maegz",1,63125,"W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NIMl1bQ0gyXVtDSDJdT2MoW2NIXTIpYyhPW0NIM10pW2NIXWMoYzIzKVtuSF1bY0hdbmNcMz1OL2M0W2NIXWMoQ2wpYyhGKVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjQnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1968,0.0000,0.1968,0.1963,0.196,0,0,0,"S-OPLS",41.091,true,"IRE - gefitinib-1",,,,,,,,,,,"",,"glide-grid_3",1,8,-8.394,-0.271,-0.851,-1.893,-8.590,,,,,-55.918,-4.611,,,-93.515,-60.529,6.204,1,7,0.196,-8.590,-0.628,3,,"",""
,"IRE - gefitinib","63","IRE_model.1","17 Nov 13:17","17 Nov 13:17","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_IRE_scaled","glide-dock_XP_IRE_scaled_pv.maegz",1,,"",,,"","glide-dock_XP_IRE_scaled",,,,,,,,,,,,"COc1cc2c(cc1OCCCN3CCOCC3)/c(=N/c4ccc(c(c4)Cl)F)/nc[nH]2","InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)","XGALLCVXEZPNRQ-UHFFFAOYSA-N","C22H24ClFN4O3",false,0,"ligprep_IRE.maegz",1,63125,"W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NIMl1bQ0gyXVtDSDJdT2MoW2NIXTIpYyhPW0NIM10pW2NIXWMoYzIzKVtuSF1bY0hdbmNcMz1OL2M0W2NIXWMoQ2wpYyhGKVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjQnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.1968,0.0000,0.1968,0.1963,0.196,0,0,0,"S-OPLS",41.091,true,"IRE - gefitinib-1",,,,,,,,,,,"",,"glide-grid_3",1,8,-8.032,-0.259,-0.814,-1.811,-8.228,,,,,-54.912,-2.078,,,-87.574,-56.990,6.648,1,8,0.196,-8.228,-0.628,4,,"",""
,"AQ4 - Erlotinib","64","AQ4_model.1","17 Nov 13:26","17 Nov 18:14","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/ligprep_AQ4","ligprep_AQ4-out.maegz",1,,"",,,"","ligprep_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"2RGP - prepared","65","2rgp.1","17 Nov 13:29","17 Nov 13:29","STRUCTURE OF EGFR IN COMPLEX WITH HYDRAZONE, A POTENT DUAL INHIBITOR","2RGP",45.850,68.030,103.860,90.000,90.000,90.000,"P 21 21 21",4,"TRANSFERASE","04-OCT-07","3.30",0.228,0.268,2.000,"X-RAY DIFFRACTION",200.000,9.000,"A","1.000000 0.000000 0.000000   0.000000;0.000000 1.000000 0.000000   0.000000;0.000000 0.000000 1.000000   0.000000","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",-7355.846,0.074,2.379,12.507,251.790,454.042,-325.568,-525.103,-7295.682,72.168,298.000,"","","","",,,"",,,"","",,,,,,,,,,"",,,"",100125,16.795,34.517,91.289,27.885,27.885,27.885,10.000,10.000,10.000,"glide",true,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"AQ4 - Erlotinib","66","AQ4_model.1","17 Nov 13:29","17 Nov 13:29","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-7.655,-0.264,-0.811,-1.753,-7.655,-4.393,0.000,0.000,-1.089,-58.043,-2.711,1.136,0.000,-83.508,-60.754,12.210,266,319,0.000,,,,,"",""
,"AQ4 - Erlotinib","67","AQ4_model.1","17 Nov 13:29","17 Nov 13:29","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-7.649,-0.264,-0.810,-1.751,-7.649,-3.678,-0.331,0.000,-1.140,-56.495,-5.406,1.136,0.000,-85.680,-61.901,10.113,149,320,0.000,,,,,"",""
,"AQ4 - Erlotinib","68","AQ4_model.1","17 Nov 13:29","17 Nov 13:29","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-7.473,-0.258,-0.792,-1.711,-7.473,-3.776,-0.347,0.000,-1.079,-55.880,-4.085,1.136,0.000,-83.525,-59.965,9.230,89,113,0.000,,,,,"",""
,"AQ4 - Erlotinib","69","AQ4_model.1","17 Nov 13:29","17 Nov 13:29","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-7.076,-0.244,-0.750,-1.620,-7.076,-3.704,0.000,0.000,-1.136,-58.706,-2.906,1.136,0.000,-83.162,-61.611,10.250,19,379,0.000,,,,,"",""
,"AQ4 - Erlotinib","70","AQ4_model.1","17 Nov 13:29","17 Nov 13:29","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_SP_AQ4","glide-dock_SP_AQ4_pv.maegz",1,,"",,,"","glide-dock_SP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-6.630,-0.229,-0.702,-1.518,-6.630,-2.828,-0.183,0.000,-1.177,-54.826,-5.579,1.136,0.000,-82.433,-60.405,5.938,26,236,0.000,,,,,"",""
,"2RGP - prepared","71","2rgp.1","17 Nov 13:33","17 Nov 18:12","STRUCTURE OF EGFR IN COMPLEX WITH HYDRAZONE, A POTENT DUAL INHIBITOR","2RGP",45.850,68.030,103.860,90.000,90.000,90.000,"P 21 21 21",4,"TRANSFERASE","04-OCT-07","3.30",0.228,0.268,2.000,"X-RAY DIFFRACTION",200.000,9.000,"A","1.000000 0.000000 0.000000   0.000000;0.000000 1.000000 0.000000   0.000000;0.000000 0.000000 1.000000   0.000000","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",-7355.846,0.074,2.379,12.507,251.790,454.042,-325.568,-525.103,-7295.682,72.168,298.000,"","","","",,,"",,,"","",,,,,,,,,,"",,,"",100125,16.795,34.517,91.289,27.885,27.885,27.885,10.000,10.000,10.000,"glide",true,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",""
,"AQ4 - Erlotinib","72","AQ4_model.1","17 Nov 13:33","17 Nov 18:12","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-10.302,-0.355,-1.091,-2.359,-10.302,,,,,-54.901,-3.726,,,-91.032,-58.627,3.511,1,1,0.000,-10.302,-0.953,1,,"",""
,"AQ4 - Erlotinib","73","AQ4_model.1","17 Nov 13:33","17 Nov 18:13","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-8.927,-0.308,-0.946,-2.044,-8.927,,,,,-57.882,-2.758,,,-87.906,-60.640,2.935,1,4,0.000,-8.927,-0.953,2,,"",""
,"AQ4 - Erlotinib","74","AQ4_model.1","17 Nov 13:33","17 Nov 13:33","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-8.353,-0.288,-0.885,-1.913,-8.353,,,,,-55.111,-3.877,,,-86.156,-58.987,10.904,1,2,0.000,-8.353,-0.953,3,,"",""
,"AQ4 - Erlotinib","75","AQ4_model.1","17 Nov 13:33","17 Nov 13:33","","",,,,,,,"",,"","","",,,,"",,,"","","/Users/vishnu/glide-dock_XP_AQ4","glide-dock_XP_AQ4_pv.maegz",1,,"",,,"","glide-dock_XP_AQ4",,,,,,,,,,,,"COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C","InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)","AAKJLRGGTJKAMG-UHFFFAOYSA-N","C22H23N3O4",false,0,"ligprep_AQ4.maegz",1,63125,"W0NIXSNDYzFbY0hdYyhbY0hdW2NIXVtjSF0xKVtOSF1jMm5bY0hdbmMoYzIzKVtjSF1jKE9bQ0gyXVtDSDJdT1tDSDNdKWMoW2NIXTMpT1tDSDJdW0NIMl1PW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waHQnLCAnMS4wJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.000,0.0014,0.0000,0.0014,0.0000,0.000,0,0,0,"S-OPLS",38.203,true,"AQ4 - Erlotinib-1",,,,,,,,,,,"",,"glide-grid_3",1,11,-8.135,-0.281,-0.862,-1.863,-8.135,,,,,-58.259,-3.774,,,-85.481,-62.033,10.517,1,5,0.000,-8.135,-0.953,4,,"",""
